SOF  LON  12-JUL-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT    ,          ,LTESTLON  ,LTESTLON  ,GBP            ,Sep-19,          ,625,  ,B,1,1,125.71,12-Jul-19,  LGHF,281684684,          ,USD,78568.75,0,-1,0,-1,16-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CME       ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684684                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684684                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,125.71,              ,S           ,N         ,FUT ,,,-1.62,USD,,,,,BP             
NT    ,          ,LTESTLON  ,LTESTLON  ,GBP            ,Sep-19,          ,625,  ,B,1,1,125.8,12-Jul-19,  LGHF,281684686,          ,USD,78625,0,-1,0,-1,16-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CME       ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684686                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684686                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,125.8,              ,S           ,N         ,FUT ,,,-1.62,USD,,,,,BP             
NT    ,          ,LTESTLON  ,LTESTLON  ,GBP            ,Sep-19,          ,625,  ,B,1,1,125.92,12-Jul-19,  LGHF,281684690,          ,USD,78700,0,-1,0,-1,16-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CME       ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684690                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684690                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,125.92,              ,S           ,N         ,FUT ,,,-1.62,USD,,,,,BP             
NT    ,          ,LTESTLON  ,LTESTLON  ,GBP            ,Sep-19,          ,625,  ,B,1,1,125.93,12-Jul-19,  LGHF,281684689,          ,USD,78706.25,0,-1,0,-1,16-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CME       ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684689                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684689                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,125.93,              ,S           ,N         ,FUT ,,,-1.62,USD,,,,,BP             
NT    ,          ,LTESTLON  ,LTESTLON  ,GBP            ,Sep-19,          ,625,  ,B,1,1,125.94,12-Jul-19,  LGHF,281684687,          ,USD,78712.5,0,-1,0,-1,16-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CME       ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684687                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684687                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,125.94,              ,S           ,N         ,FUT ,,,-1.62,USD,,,,,BP             
NT    ,          ,LTESTLON  ,LTESTLON  ,GBP            ,Sep-19,          ,625,  ,B,1,1,125.94,12-Jul-19,  LGHF,281684688,          ,USD,78712.5,0,-1,0,-1,16-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CME       ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684688                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684688                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,125.94,              ,S           ,N         ,FUT ,,,-1.62,USD,,,,,BP             
NT    ,          ,LTESTLON  ,LTESTLON  ,GBP            ,Sep-19,          ,625,  ,S,1,-1,125.73,12-Jul-19,  LGHF,281684693,          ,USD,78581.25,0,-1,0,-1,16-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CME       ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684693                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684693                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,125.73,              ,S           ,N         ,FUT ,,,-1.62,USD,,,,,BP             
NT    ,          ,LTESTLON  ,LTESTLON  ,GBP            ,Sep-19,          ,625,  ,S,1,-1,125.73,12-Jul-19,  LGHF,281684694,          ,USD,78581.25,0,-1,0,-1,16-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CME       ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684694                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684694                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,125.73,              ,S           ,N         ,FUT ,,,-1.62,USD,,,,,BP             
NT    ,          ,LTESTLON  ,LTESTLON  ,GBP            ,Sep-19,          ,625,  ,S,1,-1,125.83,12-Jul-19,  LGHF,281684692,          ,USD,78643.75,0,-1,0,-1,16-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CME       ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684692                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684692                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,125.83,              ,S           ,N         ,FUT ,,,-1.62,USD,,,,,BP             
NT    ,          ,LTESTLON  ,LTESTLON  ,GBP            ,Sep-19,          ,625,  ,S,1,-1,125.9,12-Jul-19,  LGHF,281684691,          ,USD,78687.5,0,-1,0,-1,16-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CME       ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684691                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684691                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,125.9,              ,S           ,N         ,FUT ,,,-1.62,USD,,,,,BP             
NT    ,          ,LTESTLON  ,LTESTLON  ,GBP            ,Sep-19,          ,625,  ,S,1,-1,125.9,12-Jul-19,  LGHF,281684695,          ,USD,78687.5,0,-1,0,-1,16-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CME       ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684695                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684695                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,125.9,              ,S           ,N         ,FUT ,,,-1.62,USD,,,,,BP             
NT    ,          ,LTESTLON  ,LTESTLON  ,GBP            ,Sep-19,          ,625,  ,S,2,-2,125.99,12-Jul-19,  LGHF,281684696,          ,USD,157487.5,0,-2,0,-2,16-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CME       ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684696                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684696                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,125.99,              ,S           ,N         ,FUT ,,,-3.24,USD,,,,,BP             
NT    ,          ,LTESTLON  ,LTESTLON  ,YM             ,Sep-19,          ,5,  ,B,1,1,26893,12-Jul-19,  LGHF,281684700,          ,USD,134465,0,-1,0,-1,20-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CBOT      ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684700                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684700                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,26893,              ,S           ,N         ,FUT ,,,-1.2,USD,,,,,YM             
NT    ,          ,LTESTLON  ,LTESTLON  ,YM             ,Sep-19,          ,5,  ,B,1,1,26910,12-Jul-19,  LGHF,281684699,          ,USD,134550,0,-1,0,-1,20-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CBOT      ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684699                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684699                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,26910,              ,S           ,N         ,FUT ,,,-1.2,USD,,,,,YM             
NT    ,          ,LTESTLON  ,LTESTLON  ,YM             ,Sep-19,          ,5,  ,B,1,1,26950,12-Jul-19,  LGHF,281684698,          ,USD,134750,0,-1,0,-1,20-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CBOT      ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684698                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684698                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,26950,              ,S           ,N         ,FUT ,,,-1.2,USD,,,,,YM             
NT    ,          ,LTESTLON  ,LTESTLON  ,YM             ,Sep-19,          ,5,  ,B,1,1,26960,12-Jul-19,  LGHF,281684697,          ,USD,134800,0,-1,0,-1,20-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CBOT      ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684697                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684697                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,26960,              ,S           ,N         ,FUT ,,,-1.2,USD,,,,,YM             
NT    ,          ,LTESTLON  ,LTESTLON  ,YM             ,Sep-19,          ,5,  ,B,1,1,26968,12-Jul-19,  LGHF,281684701,          ,USD,134840,0,-1,0,-1,20-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CBOT      ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684701                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684701                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,26968,              ,S           ,N         ,FUT ,,,-1.2,USD,,,,,YM             
NT    ,          ,LTESTLON  ,LTESTLON  ,YM             ,Sep-19,          ,5,  ,B,1,1,27039,12-Jul-19,  LGHF,281684703,          ,USD,135195,0,-1,0,-1,20-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CBOT      ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684703                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684703                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,27039,              ,S           ,N         ,FUT ,,,-1.2,USD,,,,,YM             
NT    ,          ,LTESTLON  ,LTESTLON  ,YM             ,Sep-19,          ,5,  ,B,1,1,27045,12-Jul-19,  LGHF,281684702,          ,USD,135225,0,-1,0,-1,20-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CBOT      ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684702                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684702                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,27045,              ,S           ,N         ,FUT ,,,-1.2,USD,,,,,YM             
NT    ,          ,LTESTLON  ,LTESTLON  ,YM             ,Sep-19,          ,5,  ,S,1,-1,26897,12-Jul-19,  LGHF,281684704,          ,USD,134485,0,-1,0,-1,20-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CBOT      ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684704                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684704                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,26897,              ,S           ,N         ,FUT ,,,-1.2,USD,,,,,YM             
NT    ,          ,LTESTLON  ,LTESTLON  ,YM             ,Sep-19,          ,5,  ,S,1,-1,26899,12-Jul-19,  LGHF,281684705,          ,USD,134495,0,-1,0,-1,20-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CBOT      ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684705                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684705                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,26899,              ,S           ,N         ,FUT ,,,-1.2,USD,,,,,YM             
NT    ,          ,LTESTLON  ,LTESTLON  ,YM             ,Sep-19,          ,5,  ,S,1,-1,26946,12-Jul-19,  LGHF,281684706,          ,USD,134730,0,-1,0,-1,20-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CBOT      ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684706                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684706                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,26946,              ,S           ,N         ,FUT ,,,-1.2,USD,,,,,YM             
NT    ,          ,LTESTLON  ,LTESTLON  ,YM             ,Sep-19,          ,5,  ,S,1,-1,26965,12-Jul-19,  LGHF,281684707,          ,USD,134825,0,-1,0,-1,20-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CBOT      ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684707                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684707                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,26965,              ,S           ,N         ,FUT ,,,-1.2,USD,,,,,YM             
NT    ,          ,LTESTLON  ,LTESTLON  ,YM             ,Sep-19,          ,5,  ,S,1,-1,26967,12-Jul-19,  LGHF,281684710,          ,USD,134835,0,-1,0,-1,20-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CBOT      ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684710                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684710                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,26967,              ,S           ,N         ,FUT ,,,-1.2,USD,,,,,YM             
NT    ,          ,LTESTLON  ,LTESTLON  ,YM             ,Sep-19,          ,5,  ,S,1,-1,27028,12-Jul-19,  LGHF,281684708,          ,USD,135140,0,-1,0,-1,20-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CBOT      ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684708                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684708                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,27028,              ,S           ,N         ,FUT ,,,-1.2,USD,,,,,YM             
NT    ,          ,LTESTLON  ,LTESTLON  ,YM             ,Sep-19,          ,5,  ,S,1,-1,27038,12-Jul-19,  LGHF,281684709,          ,USD,135190,0,-1,0,-1,20-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,CBOT      ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684709                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684709                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,USD,27038,              ,S           ,N         ,FUT ,,,-1.2,USD,,,,,YM             
NT    ,          ,LTESTLON  ,LTESTLON  ,Z              ,Sep-19,          ,10,  ,B,1,1,7457.5,12-Jul-19,  LGHF,281684711,          ,GBP,74575,0,-1,0,-1,20-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,ICE.IFLL  ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684711                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684711                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,GBP,7457.5,              ,S           ,N         ,FUT ,,,-0.3,GBP,,,,,Z              
NT    ,          ,LTESTLON  ,LTESTLON  ,Z              ,Sep-19,          ,10,  ,S,1,-1,7488.5,12-Jul-19,  LGHF,281684712,          ,GBP,74885,0,-1,0,-1,20-Sep-19,0,   ,                    ,00:00:00,          ,C     ,C     ,ICE.IFLL  ,GIB         ,              ,      ,               ,               ,               ,               ,12-Jul-19,xxxxxxxxxxxxxxxxxxxxxLONx281684712                  ,xxxxxxxxxxxxxxxxxxxxxLONx281684712                  ,xxxxxxxxxxxxxxxxxxxx,213800TUOKZC29M46H06,GBP,7488.5,              ,S           ,N         ,FUT ,,,-0.3,GBP,,,,,Z              
EOF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
